

 muscleFiber.muscleDN 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"GO:0030018"	"Z disc"	"muscle.DN"	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.860367492782963	1	0.508285657920694	1.91535071612192	1	38	NA	NA	NA	NA	NA	NA	0.000224354909688431	1	4.33056335830212	3.19304983996342	11	43	0.0046753150268389	1	3.02084286978547	3.94412437128487	10	43
"GO:0043292"	"contractile fiber"	"muscle.DN"	TRUE	TRUE	TRUE	NA	TRUE	TRUE	0.233709940948306	1	3.9018115942029	0.264689680499449	1	93	0.905772816866265	1	0.422268570511792	2.32243848696291	1	93	0.506905660367892	1	1.07108539438503	4.68756885787734	5	93	NA	NA	NA	NA	NA	NA	0.000362138804175217	1	2.77597223075505	7.42569730224051	18	100	0.00165977731158387	1	2.34830121449363	9.17238225880201	19	100
"GO:0044449"	"contractile fiber part"	"muscle.DN"	TRUE	NA	TRUE	NA	TRUE	TRUE	0.195363184271397	1	4.79377777777778	0.216305545354389	1	76	NA	NA	NA	NA	NA	NA	0.744546051760989	1	0.772994129158513	3.83070143224385	3	76	NA	NA	NA	NA	NA	NA	0.000254821528675531	1	3.11032083494395	6.01481481481482	16	81	0.00628372126111333	1	2.26950680898049	7.42962962962963	15	81
"GO:0031674"	"I band"	"muscle.DN"	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.892289979668135	1	0.447558220368439	2.1673705471906	1	43	NA	NA	NA	NA	NA	NA	1.34061876489317e-05	1	4.7823613086771	3.78710562414266	14	51	0.00567564469007378	1	2.74223790322581	4.67791495198903	11	51
"GO:0030017"	"sarcomere"	"muscle.DN"	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.967415701511156	1	0.288545760808535	3.3266617701065	1	66	NA	NA	NA	NA	NA	NA	8.32741902938704e-05	1	3.48813030670594	5.49501600365798	16	74	0.0161933864178423	1	2.12490478556052	6.78756287151349	13	74
"GO:0030016"	"myofibril"	"muscle.DN"	TRUE	TRUE	TRUE	NA	TRUE	TRUE	0.215890022577982	1	4.2765873015873	0.241920675725303	1	85	0.884449942522041	1	0.462836056931998	2.1226588321704	1	85	0.809206569180341	1	0.687550254623425	4.28433712816746	3	85	NA	NA	NA	NA	NA	NA	0.000140675239215475	1	3.03717884130982	6.90589849108368	18	93	0.00998367198688214	1	2.07476414163344	8.53031550068587	16	93
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"19185"	"Psmd4"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"	NA	NA	NA	NA	NA	TRUE
"19359"	"Rad23b"	"RAD23b homolog (S. cerevisiae)"	NA	NA	NA	NA	NA	TRUE
"21762"	"Psmd2"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"	NA	NA	NA	NA	NA	TRUE
"22123"	"Psmd3"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3"	NA	NA	NA	NA	NA	TRUE
"23996"	"Psmc4"	"proteasome (prosome, macropain) 26S subunit, ATPase, 4"	NA	NA	NA	NA	NA	TRUE
"23997"	"Psmd13"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"	NA	NA	NA	NA	NA	TRUE
"26440"	"Psma1"	"proteasome (prosome, macropain) subunit, alpha type 1"	NA	NA	NA	NA	NA	TRUE
"26441"	"Psma4"	"proteasome (prosome, macropain) subunit, alpha type 4"	NA	NA	NA	NA	NA	TRUE
"26442"	"Psma5"	"proteasome (prosome, macropain) subunit, alpha type 5"	NA	NA	NA	NA	NA	TRUE
"26444"	"Psma7"	"proteasome (prosome, macropain) subunit, alpha type 7"	NA	NA	NA	NA	NA	TRUE
"26446"	"Psmb3"	"proteasome (prosome, macropain) subunit, beta type 3"	NA	NA	NA	NA	NA	TRUE
"269523"	"Vcp"	"valosin containing protein"	NA	NA	NA	NA	NA	TRUE
"30940"	"Usp25"	"ubiquitin specific peptidase 25"	NA	NA	TRUE	NA	NA	NA
"56436"	"Adrm1"	"adhesion regulating molecule 1"	NA	NA	NA	NA	NA	TRUE
"57296"	"Psmd8"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"	NA	NA	NA	NA	NA	TRUE
"59025"	"Usp14"	"ubiquitin specific peptidase 14"	NA	NA	TRUE	NA	NA	TRUE
"59029"	"Psmd14"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14"	NA	NA	NA	NA	NA	TRUE
"66997"	"Psmd12"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"	NA	NA	TRUE	NA	NA	TRUE
"67089"	"Psmc6"	"proteasome (prosome, macropain) 26S subunit, ATPase, 6"	NA	NA	TRUE	NA	NA	TRUE
"69077"	"Psmd11"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11"	NA	NA	NA	NA	NA	TRUE
"70247"	"Psmd1"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"	NA	NA	NA	NA	NA	TRUE


 nucleolus.muscleUP 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"GO:0005730"	"nucleolus"	"muscle.UP"	NA	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	0.913711332426348	1	0.574321700049936	6.81748071979434	4	273	0.216333601708671	1	1.25909745065789	13.7602827763496	17	273	0.986749379697917	1	0.228707107843137	4.23586118251928	1	273	0.998143287438373	1	0.416856395986171	18.1187014174668	8	244	3.61486172251071e-18	1	4.1188926277149	22.3806127114769	69	244
"GO:0044452"	"nucleolar part"	"muscle.UP"	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000224859530766937	1	6.6465661641541	1.8344764517604	8	20
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"107071"	"Wdr74"	"WD repeat domain 74"	NA	NA	NA	NA	NA	TRUE
"109212"	"Fam64a"	"family with sequence similarity 64, member A"	NA	TRUE	NA	NA	NA	NA
"110417"	"Pigh"	"phosphatidylinositol glycan anchor biosynthesis, class H"	NA	NA	NA	NA	NA	TRUE
"110816"	"Pwp2"	"PWP2 periodic tryptophan protein homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"11472"	"Actn2"	"actinin alpha 2"	NA	NA	NA	NA	TRUE	NA
"11546"	"Parp2"	"poly (ADP-ribose) polymerase family, member 2"	NA	NA	NA	NA	NA	TRUE
"11792"	"Apex1"	"apurinic/apyrimidinic endonuclease 1"	NA	NA	NA	NA	NA	TRUE
"11910"	"Atf3"	"activating transcription factor 3"	NA	NA	NA	NA	NA	TRUE
"12181"	"Bop1"	"block of proliferation 1"	NA	NA	NA	NA	NA	TRUE
"12419"	"Cbx5"	"chromobox homolog 5 (Drosophila HP1a)"	NA	NA	NA	NA	NA	TRUE
"12465"	"Cct5"	"chaperonin containing Tcp1, subunit 5 (epsilon)"	NA	NA	NA	NA	NA	TRUE
"13014"	"Cstb"	"cystatin B"	NA	NA	NA	NA	NA	TRUE
"13018"	"Ctcf"	"CCCTC-binding factor"	NA	NA	TRUE	NA	NA	NA
"13039"	"Ctsl"	"cathepsin L"	NA	NA	NA	NA	NA	TRUE
"13850"	"Ephx2"	"epoxide hydrolase 2, cytoplasmic"	NA	NA	NA	NA	TRUE	NA
"14030"	"Ewsr1"	"Ewing sarcoma breakpoint region 1"	NA	NA	NA	NA	NA	TRUE
"14113"	"Fbl"	"fibrillarin"	NA	NA	NA	NA	NA	TRUE
"14164"	"Fgf1"	"fibroblast growth factor 1"	NA	NA	NA	NA	TRUE	NA
"15368"	"Hmox1"	"heme oxygenase (decycling) 1"	NA	TRUE	NA	NA	NA	TRUE
"16438"	"Itpr1"	"inositol 1,4,5-trisphosphate receptor 1"	NA	NA	NA	NA	TRUE	NA
"170719"	"Oxr1"	"oxidation resistance 1"	NA	NA	TRUE	NA	NA	NA
"17089"	"Lyar"	"Ly1 antibody reactive clone"	NA	NA	NA	NA	NA	TRUE
"17246"	"Mdm2"	"transformed mouse 3T3 cell double minute 2"	NA	NA	NA	NA	NA	TRUE
"17345"	"Mki67"	"antigen identified by monoclonal antibody Ki 67"	NA	NA	NA	NA	NA	TRUE
"17698"	"Msn"	"moesin"	NA	TRUE	NA	NA	NA	TRUE
"17869"	"Myc"	"myelocytomatosis oncogene"	NA	NA	NA	NA	NA	TRUE
"17975"	"Ncl"	"nucleolin"	NA	NA	NA	NA	NA	TRUE
"18000"	"Sept2"	"septin 2"	NA	TRUE	NA	NA	NA	NA
"18148"	"Npm1"	"nucleophosmin 1"	NA	NA	NA	NA	NA	TRUE
"18432"	"Mybbp1a"	"MYB binding protein (P160) 1a"	NA	NA	NA	NA	NA	TRUE
"18477"	"Prdx1"	"peroxiredoxin 1"	NA	NA	NA	NA	NA	TRUE
"19047"	"Ppp1cc"	"protein phosphatase 1, catalytic subunit, gamma isoform"	NA	NA	TRUE	NA	NA	NA
"19651"	"Rbl2"	"retinoblastoma-like 2"	NA	NA	TRUE	NA	NA	NA
"19653"	"Rbm4"	"RNA binding motif protein 4"	NA	NA	NA	NA	NA	TRUE
"19684"	"Rdx"	"radixin"	NA	NA	TRUE	NA	TRUE	NA
"20471"	"Six1"	"sine oculis-related homeobox 1 homolog (Drosophila)"	NA	NA	TRUE	NA	NA	NA
"20587"	"Smarcb1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	NA	NA	NA	NA	NA	TRUE
"20817"	"Srpk2"	"serine/arginine-rich protein specific kinase 2"	NA	NA	TRUE	NA	NA	TRUE
"208366"	"Rpp40"	"ribonuclease P 40 subunit (human)"	NA	NA	NA	NA	NA	TRUE
"20846"	"Stat1"	"signal transducer and activator of transcription 1"	NA	NA	NA	NA	TRUE	NA
"20873"	"Plk4"	"polo-like kinase 4 (Drosophila)"	NA	NA	NA	NA	NA	TRUE
"21340"	"Taf1b"	"TATA box binding protein (Tbp)-associated factor, RNA polymerase I, B"	NA	NA	NA	NA	NA	TRUE
"214855"	"Arid5a"	"AT rich interactive domain 5A (MRF1-like)"	NA	NA	NA	NA	NA	TRUE
"218210"	"Nup153"	"nucleoporin 153"	NA	NA	TRUE	NA	NA	NA
"22184"	"Zrsr2"	"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2"	NA	NA	NA	NA	NA	TRUE
"225055"	"Fbxo11"	"F-box protein 11"	NA	NA	TRUE	NA	NA	NA
"228003"	"Kbtbd10"	"kelch repeat and BTB (POZ) domain containing 10"	NA	NA	TRUE	NA	NA	NA
"230737"	"Gnl2"	"guanine nucleotide binding protein-like 2 (nucleolar)"	NA	NA	NA	NA	NA	TRUE
"231452"	"Sdad1"	"SDA1 domain containing 1"	NA	NA	NA	NA	NA	TRUE
"235323"	"Usp28"	"ubiquitin specific peptidase 28"	NA	NA	NA	NA	NA	TRUE
"237010"	"Klhl4"	"kelch-like 4 (Drosophila)"	NA	NA	NA	NA	TRUE	NA
"26919"	"Zfp346"	"zinc finger protein 346"	NA	NA	NA	NA	NA	TRUE
"269470"	"Wdr3"	"WD repeat domain 3"	NA	NA	NA	NA	NA	TRUE
"27354"	"Nbn"	"nibrin"	NA	NA	TRUE	NA	NA	NA
"27367"	"Rpl3"	"ribosomal protein L3"	NA	NA	NA	NA	NA	TRUE
"27993"	"Imp4"	"IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"28114"	"Nsun2"	"NOL1/NOP2/Sun domain family member 2"	NA	NA	NA	NA	NA	TRUE
"30877"	"Gnl3"	"guanine nucleotide binding protein-like 3 (nucleolar)"	NA	NA	NA	NA	NA	TRUE
"30932"	"Zfp330"	"zinc finger protein 330"	NA	NA	TRUE	NA	NA	TRUE
"50493"	"Txnrd1"	"thioredoxin reductase 1"	NA	NA	NA	NA	NA	TRUE
"52323"	"Klhl7"	"kelch-like 7 (Drosophila)"	NA	NA	TRUE	NA	NA	NA
"52513"	"Ddx56"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 56"	NA	NA	NA	NA	NA	TRUE
"52530"	"Nhp2"	"NHP2 ribonucleoprotein homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"52874"	"D19Bwg1357e"	"DNA segment, Chr 19, Brigham & Women's Genetics 1357 expressed"	NA	NA	NA	NA	NA	TRUE
"53328"	"Pgrmc1"	"progesterone receptor membrane component 1"	NA	NA	TRUE	NA	NA	NA
"55989"	"Nop58"	"NOP58 ribonucleoprotein homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"56200"	"Ddx21"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 21"	NA	NA	NA	NA	NA	TRUE
"56321"	"Aatf"	"apoptosis antagonizing transcription factor"	NA	NA	NA	NA	NA	TRUE
"56361"	"Pus1"	"pseudouridine synthase 1"	NA	NA	NA	NA	NA	TRUE
"56397"	"Morf4l2"	"mortality factor 4 like 2"	NA	NA	NA	NA	NA	TRUE
"57753"	"Noc3l"	"nucleolar complex associated 3 homolog (S. cerevisiae)"	NA	NA	NA	NA	NA	TRUE
"59022"	"Edf1"	"endothelial differentiation-related factor 1"	NA	NA	TRUE	NA	NA	NA
"64144"	"Mllt1"	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1"	NA	NA	NA	TRUE	NA	NA
"64297"	"Gprc5b"	"G protein-coupled receptor, family C, group 5, member B"	NA	NA	NA	NA	NA	TRUE
"64424"	"Polr1e"	"polymerase (RNA) I polypeptide E"	NA	NA	NA	NA	NA	TRUE
"64934"	"Pes1"	"pescadillo homolog 1, containing BRCT domain (zebrafish)"	NA	NA	NA	NA	NA	TRUE
"65019"	"Rpl23"	"ribosomal protein L23"	NA	NA	NA	NA	NA	TRUE
"66538"	"Rps19bp1"	"ribosomal protein S19 binding protein 1"	NA	NA	NA	NA	NA	TRUE
"66599"	"Rdm1"	"RAD52 motif 1"	NA	NA	TRUE	NA	NA	NA
"66711"	"Sbds"	"Shwachman-Bodian-Diamond syndrome homolog (human)"	NA	NA	NA	NA	NA	TRUE
"67724"	"Pop1"	"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)"	NA	NA	NA	NA	NA	TRUE
"67936"	"Wdr55"	"WD repeat domain 55"	NA	NA	NA	NA	NA	TRUE
"67973"	"Mphosph10"	"M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)"	NA	NA	NA	NA	NA	TRUE
"68017"	"Ftsj2"	"FtsJ homolog 2 (E. coli)"	NA	NA	NA	NA	TRUE	NA
"68147"	"Gar1"	"GAR1 ribonucleoprotein homolog (yeast)"	NA	NA	NA	NA	NA	TRUE
"69072"	"Ebna1bp2"	"EBNA1 binding protein 2"	NA	NA	NA	NA	NA	TRUE
"70044"	"Tut1"	"terminal uridylyl transferase 1, U6 snRNA-specific"	NA	NA	NA	NA	NA	TRUE
"70078"	"Nol7"	"nucleolar protein 7"	NA	NA	TRUE	NA	NA	NA
"70481"	"Pnma1"	"paraneoplastic antigen MA1"	NA	NA	NA	NA	NA	TRUE
"70769"	"Nolc1"	"nucleolar and coiled-body phosphoprotein 1"	NA	NA	NA	NA	NA	TRUE
"71990"	"Ddx54"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 54"	NA	NA	NA	NA	NA	TRUE
"75617"	"Rps25"	"ribosomal protein S25"	NA	NA	NA	NA	NA	TRUE
"76846"	"Rps9"	"ribosomal protein S9"	NA	NA	NA	NA	NA	TRUE
"97165"	"Hmgb2"	"high mobility group box 2"	NA	NA	NA	NA	NA	TRUE


 singleAnnot.muscleUP 
 Annotation Data 
"ID"	"Desc"	"listMembership"	"skin.T7.DN"	"skin.T7.UP"	"skin.T14.DN"	"skin.T14.UP"	"muscle.DN"	"muscle.UP"	"skin.T7.DN.Pvalue"	"skin.T7.DN.FDR"	"skin.T7.DN.OddsRatio"	"skin.T7.DN.ExpCount"	"skin.T7.DN.Count"	"skin.T7.DN.Size"	"skin.T7.UP.Pvalue"	"skin.T7.UP.FDR"	"skin.T7.UP.OddsRatio"	"skin.T7.UP.ExpCount"	"skin.T7.UP.Count"	"skin.T7.UP.Size"	"skin.T14.DN.Pvalue"	"skin.T14.DN.FDR"	"skin.T14.DN.OddsRatio"	"skin.T14.DN.ExpCount"	"skin.T14.DN.Count"	"skin.T14.DN.Size"	"skin.T14.UP.Pvalue"	"skin.T14.UP.FDR"	"skin.T14.UP.OddsRatio"	"skin.T14.UP.ExpCount"	"skin.T14.UP.Count"	"skin.T14.UP.Size"	"muscle.DN.Pvalue"	"muscle.DN.FDR"	"muscle.DN.OddsRatio"	"muscle.DN.ExpCount"	"muscle.DN.Count"	"muscle.DN.Size"	"muscle.UP.Pvalue"	"muscle.UP.FDR"	"muscle.UP.OddsRatio"	"muscle.UP.ExpCount"	"muscle.UP.Count"	"muscle.UP.Size"
"GO:0005874"	"microtubule"	"muscle.UP"	NA	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	0.834511702425859	1	0.654233323587152	4.5200146896805	3	181	0.565440152721162	1	0.985562015503876	9.12311788468601	9	181	0.775284430131182	1	0.705449436322885	2.80839147998531	2	181	0.718853910205021	1	0.866124622702634	12.5494284407865	11	169	0.000689822320694501	1	2.08248753300088	15.5013260173754	29	169
"GO:0044445"	"cytosolic part"	"muscle.UP"	NA	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	0.892957752752995	1	0.446748950248123	2.19757620271759	1	88	0.989641997502751	1	0.215118718013256	4.43554902680867	1	88	0.748843390054165	1	0.727695675971538	1.3654058024238	1	88	0.924399381434602	1	0.517665842604038	5.56927297668038	3	75	0.000111466655472505	1	3.16590969810313	6.87928669410151	18	75
Item Data 
"Entrez"	"symbol"	"name"	"is.skin.T7.DN"	"is.skin.T7.UP"	"is.skin.T14.DN"	"is.skin.T14.UP"	"is.muscle.DN"	"is.muscle.UP"
"110893"	"Slc8a3"	"solute carrier family 8 (sodium/calcium exchanger), member 3"	NA	NA	NA	NA	TRUE	NA
"110954"	"Rpl10"	"ribosomal protein 10"	NA	NA	NA	NA	NA	TRUE
"11815"	"Apod"	"apolipoprotein D"	NA	NA	NA	TRUE	NA	TRUE
"12028"	"Bax"	"BCL2-associated X protein"	NA	NA	NA	NA	NA	TRUE
"12338"	"Capn6"	"calpain 6"	NA	NA	NA	NA	TRUE	NA
"12461"	"Cct2"	"chaperonin containing Tcp1, subunit 2 (beta)"	NA	NA	NA	NA	NA	TRUE
"12462"	"Cct3"	"chaperonin containing Tcp1, subunit 3 (gamma)"	NA	NA	NA	NA	NA	TRUE
"12464"	"Cct4"	"chaperonin containing Tcp1, subunit 4 (delta)"	NA	NA	NA	NA	NA	TRUE
"12465"	"Cct5"	"chaperonin containing Tcp1, subunit 5 (epsilon)"	NA	NA	NA	NA	NA	TRUE
"12466"	"Cct6a"	"chaperonin containing Tcp1, subunit 6a (zeta)"	NA	NA	NA	NA	NA	TRUE
"12468"	"Cct7"	"chaperonin containing Tcp1, subunit 7 (eta)"	NA	NA	NA	NA	NA	TRUE
"12534"	"Cdk1"	"cyclin-dependent kinase 1"	NA	NA	NA	NA	NA	TRUE
"13807"	"Eno2"	"enolase 2, gamma neuronal"	NA	TRUE	NA	NA	NA	NA
"13808"	"Eno3"	"enolase 3, beta muscle"	NA	NA	NA	NA	TRUE	NA
"15505"	"Hsph1"	"heat shock 105kDa/110kDa protein 1"	NA	NA	NA	NA	NA	TRUE
"16480"	"Jup"	"junction plakoglobin"	NA	NA	NA	NA	NA	TRUE
"16561"	"Kif1b"	"kinesin family member 1B"	NA	NA	NA	NA	TRUE	NA
"16562"	"Kif1c"	"kinesin family member 1C"	NA	NA	NA	NA	TRUE	NA
"16564"	"Kif21a"	"kinesin family member 21A"	NA	NA	NA	NA	TRUE	NA
"16573"	"Kif5b"	"kinesin family member 5B"	NA	NA	NA	NA	NA	TRUE
"16765"	"Stmn1"	"stathmin 1"	NA	NA	NA	NA	NA	TRUE
"16800"	"Arhgef2"	"rho/rac guanine nucleotide exchange factor (GEF) 2"	NA	NA	NA	NA	NA	TRUE
"17754"	"Mtap1a"	"microtubule-associated protein 1 A"	NA	NA	NA	TRUE	NA	NA
"17755"	"Mtap1b"	"microtubule-associated protein 1B"	NA	NA	NA	NA	NA	TRUE
"17758"	"Mtap4"	"microtubule-associated protein 4"	NA	NA	NA	NA	NA	TRUE
"17762"	"Mapt"	"microtubule-associated protein tau"	NA	NA	NA	NA	NA	TRUE
"18000"	"Sept2"	"septin 2"	NA	TRUE	NA	NA	NA	NA
"18639"	"Pfkfb1"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"	NA	NA	NA	NA	TRUE	NA
"18642"	"Pfkm"	"phosphofructokinase, muscle"	NA	NA	NA	NA	TRUE	NA
"18970"	"Polb"	"polymerase (DNA directed), beta"	NA	NA	TRUE	NA	NA	NA
"19921"	"Rpl19"	"ribosomal protein L19"	NA	NA	NA	NA	NA	TRUE
"20866"	"Stim1"	"stromal interaction molecule 1"	NA	NA	NA	NA	TRUE	NA
"21454"	"Tcp1"	"t-complex protein 1"	NA	NA	NA	NA	NA	TRUE
"21689"	"Tekt1"	"tektin 1"	NA	NA	NA	NA	NA	TRUE
"22143"	"Tuba1b"	"tubulin, alpha 1B"	NA	NA	NA	NA	NA	TRUE
"22145"	"Tuba4a"	"tubulin, alpha 4A"	NA	NA	NA	NA	NA	TRUE
"22151"	"Tubb2a"	"tubulin, beta 2A"	NA	NA	NA	NA	NA	TRUE
"22154"	"Tubb5"	"tubulin, beta 5"	NA	NA	NA	NA	NA	TRUE
"227613"	"Tubb2c"	"tubulin, beta 2C"	NA	NA	NA	NA	NA	TRUE
"229534"	"Pbxip1"	"pre-B-cell leukemia transcription factor interacting protein 1"	NA	NA	NA	NA	NA	TRUE
"232946"	"Bloc1s3"	"biogenesis of lysosome-related organelles complex-1, subunit 3"	NA	NA	NA	NA	NA	TRUE
"233406"	"Prc1"	"protein regulator of cytokinesis 1"	NA	NA	NA	NA	NA	TRUE
"234663"	"Dync1li2"	"dynein, cytoplasmic 1 light intermediate chain 2"	NA	NA	TRUE	NA	NA	NA
"235180"	"Fez1"	"fasciculation and elongation protein zeta 1 (zygin I)"	NA	NA	NA	NA	NA	TRUE
"235661"	"Dync1li1"	"dynein cytoplasmic 1 light intermediate chain 1"	NA	NA	NA	NA	NA	TRUE
"26554"	"Cul3"	"cullin 3"	NA	NA	TRUE	NA	TRUE	NA
"269713"	"Clip2"	"CAP-GLY domain containing linker protein 2"	NA	TRUE	NA	NA	NA	NA
"27050"	"Rps3"	"ribosomal protein S3"	NA	NA	NA	NA	NA	TRUE
"29819"	"Stau2"	"staufen (RNA binding protein) homolog 2 (Drosophila)"	NA	NA	TRUE	NA	NA	NA
"30960"	"Vapa"	"vesicle-associated membrane protein, associated protein A"	NA	NA	TRUE	NA	NA	NA
"319670"	"Eml5"	"echinoderm microtubule associated protein like 5"	NA	NA	NA	NA	NA	TRUE
"53857"	"Tuba8"	"tubulin, alpha 8"	NA	NA	NA	NA	TRUE	NA
"53860"	"Sept9"	"septin 9"	NA	TRUE	NA	NA	NA	TRUE
"54141"	"Spag5"	"sperm associated antigen 5"	NA	NA	NA	NA	NA	TRUE
"56455"	"Dynll1"	"dynein light chain LC8-type 1"	NA	NA	NA	NA	NA	TRUE
"56470"	"Rgs19"	"regulator of G-protein signaling 19"	NA	NA	NA	NA	NA	TRUE
"56612"	"Pfdn5"	"prefoldin 5"	NA	NA	TRUE	NA	NA	NA
"57436"	"Gabarapl1"	"gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1"	NA	NA	NA	NA	NA	TRUE
"65019"	"Rpl23"	"ribosomal protein L23"	NA	NA	NA	NA	NA	TRUE
"66302"	"Fam82b"	"family with sequence similarity 82, member B"	NA	NA	NA	NA	TRUE	NA
"66648"	"5730494M16Rik"	"RIKEN cDNA 5730494M16 gene"	NA	NA	NA	NA	TRUE	NA
"66734"	"Map1lc3a"	"microtubule-associated protein 1 light chain 3 alpha"	NA	NA	NA	NA	NA	TRUE
"67117"	"Dynlt3"	"dynein light chain Tctex-type 3"	NA	NA	TRUE	NA	NA	NA
"67951"	"Tubb6"	"tubulin, beta 6"	NA	NA	NA	NA	NA	TRUE
"68142"	"Ino80"	"INO80 homolog (S. cerevisiae)"	NA	NA	TRUE	NA	NA	NA
"68922"	"Dnaic1"	"dynein, axonemal, intermediate chain 1"	NA	NA	NA	NA	NA	TRUE
"72404"	"Wdr44"	"WD repeat domain 44"	NA	NA	TRUE	NA	NA	NA
"72948"	"Tppp"	"tubulin polymerization promoting protein"	NA	NA	NA	NA	TRUE	NA
"73710"	"Tubb2b"	"tubulin, beta 2B"	NA	NA	NA	NA	NA	TRUE
